text,start,destination,start_surface,destination_surface,source_type,context_type,split
개봉력 부터 까치산 여기 까지 대중교통 알려줘,개봉역,까치산역,개봉력,까치산 여기,all_noisy_station_surface,route_search,valid
서을역 부터 숙대 이꾸역 까지 대중교통 알려줘,서울역,숙대입구역,서을역,숙대 이꾸역,all_noisy_station_surface,route_search,valid
대림 여기 에서 우장산 까지 제일 쉬운 길 알려줘,대림역,우장산역,대림 여기,우장산,all_noisy_station_surface,route_search,valid
학여울에 에서 안국약 까지 제일 쉬운 길 알려줘,학여울역,안국역,학여울에,안국약,all_noisy_station_surface,route_search,valid
독립 문역 에서 가산 디지털단지역 까지 환승 적은 경로 알려줘,독립문역,가산디지털단지역,독립 문역,가산 디지털단지역,all_noisy_station_surface,route_search,valid
마포 구청 에서 성수력 까지 막차 끊겼나요,마포구청역,성수역,마포 구청,성수력,all_noisy_station_surface,last_train_check,valid
서울 녁 에서 숙대 입고 까지 마지막 지하철 있어,서울역,숙대입구역,서울 녁,숙대 입고,all_noisy_station_surface,last_train_check,valid
복정에 출발 가산디지털단지약 도착 경로 알려줘,복정역,가산디지털단지역,복정에,가산디지털단지약,all_noisy_station_surface,route_search,valid
홍대 이꾸역 에서 서울 녁 까지 지금 지하철 탈 수 있어,홍대입구역,서울역,홍대 이꾸역,서울 녁,all_noisy_station_surface,subway_availability_check,valid
동대문역사문화 공원 에서 애오 개역 까지 막차 끊겼으면 어떻게 가,동대문역사문화공원역,애오개역,동대문역사문화 공원,애오 개역,all_noisy_station_surface,alternative_route,valid
우장산약 에서 아현약 까지 택시 말고 가는 방법 있어,우장산역,아현역,우장산약,아현약,all_noisy_station_surface,alternative_route,valid
봉은사에 에서 대림력 까지 가는 길 알려줘,봉은사역,대림역,봉은사에,대림력,all_noisy_station_surface,route_search,valid
화곡 에서 충무로에 까지 어떻게 가나요,화곡역,충무로역,화곡,충무로에,all_noisy_station_surface,route_search,valid
숙대입구 에서 서울 녁 까지 막차 남았어,숙대입구역,서울역,숙대입구,서울 녁,all_noisy_station_surface,last_train_check,valid
지금 김포 공항 에서 충무 로 까지 막차 탈 수 있어,김포공항역,충무로역,김포 공항,충무 로,all_noisy_station_surface,last_train_check,valid
우장산 에서 출발해서 을지로입구 여기 까지 가고 싶어요,우장산역,을지로입구역,우장산,을지로입구 여기,all_noisy_station_surface,route_search,valid
학여울역이 에서 선릉 여기 까지 어떻게 가나요,학여울역,선릉역,학여울역이,선릉 여기,all_noisy_station_surface,route_search,valid
숙대입고역 에서 서울에 까지 어떻게 가나요,숙대입구역,서울역,숙대입고역,서울에,all_noisy_station_surface,route_search,valid
오금력 부터 잠실 새내 까지 대중교통 알려줘,오금역,잠실새내역,오금력,잠실 새내,all_noisy_station_surface,route_search,valid
시청에 까지 가야 하는데 문정에 에서 어떻게 가요,문정역,시청역,문정에,시청에,all_noisy_station_surface,route_search,valid
을지로입구 에서 서울 녁 까지 택시 말고 가는 방법 있어,을지로입구역,서울역,을지로입구,서울 녁,all_noisy_station_surface,alternative_route,valid
서울 녁 에서 홍대입구 여기 까지 택시 말고 가는 방법 있어,서울역,홍대입구역,서울 녁,홍대입구 여기,all_noisy_station_surface,alternative_route,valid
녹사평역이 에서 강남역이 까지 어떻게 가나요,녹사평역,강남역,녹사평역이,강남역이,all_noisy_station_surface,route_search,valid
강남에 에서 구로 디지털단지역 까지 택시 말고 가는 방법 있어,강남역,구로디지털단지역,강남에,구로 디지털단지역,all_noisy_station_surface,alternative_route,valid
신설 동 에서 대치역이 까지 가는 길 알려줘,신설동역,대치역,신설 동,대치역이,all_noisy_station_surface,route_search,valid
문정 부터 잠실 새내 까지 대중교통 알려줘,문정역,잠실새내역,문정,잠실 새내,all_noisy_station_surface,route_search,valid
둔촌동약 에서 상봉역이 까지 가는 길 알려줘,둔촌동역,상봉역,둔촌동약,상봉역이,all_noisy_station_surface,route_search,valid
을지로입구 에서 서울역이 까지 어떻게 가나요,을지로입구역,서울역,을지로입구,서울역이,all_noisy_station_surface,route_search,valid
독립문약 에서 개봉력 까지 지금 지하철 탈 수 있어,독립문역,개봉역,독립문약,개봉력,all_noisy_station_surface,subway_availability_check,valid
회현역이 에서 홍대 입구역 까지 마지막 지하철 있어,회현역,홍대입구역,회현역이,홍대 입구역,all_noisy_station_surface,last_train_check,valid
서울약 에서 홍대 입구 여기 까지 지하철 운행 중이야,서울역,홍대입구역,서울약,홍대 입구 여기,all_noisy_station_surface,subway_availability_check,valid
홍대 입구 여기 부터 숙대입구 여기 까지 대중교통 알려줘,홍대입구역,숙대입구역,홍대 입구 여기,숙대입구 여기,all_noisy_station_surface,route_search,valid
서울 역 에서 홍대입구 까지 막차 끊겼으면 어떻게 가,서울역,홍대입구역,서울 역,홍대입구,all_noisy_station_surface,alternative_route,valid
청량리약 에서 신도 림 까지 막차 끊겼으면 어떻게 가,청량리역,신도림역,청량리약,신도 림,all_noisy_station_surface,alternative_route,valid
서울력 에서 숙대 입국역 까지 가고 싶어요,서울역,숙대입구역,서울력,숙대 입국역,all_noisy_station_surface,route_search,valid
이대 역 방향 막차 마곡 역 에서 탈 수 있나요,마곡역,이대역,마곡 역,이대 역,all_noisy_station_surface,last_train_check,valid
서월역 에서 을지로입구 여기 까지 제일 쉬운 길 알려줘,서울역,을지로입구역,서월역,을지로입구 여기,all_noisy_station_surface,route_search,valid
홍제 여기 출발 충무로역이 도착 경로 알려줘,홍제역,충무로역,홍제 여기,충무로역이,all_noisy_station_surface,route_search,valid
이대 역 에서 잠실새내 역 까지 다른 방법 알려줘,이대역,잠실새내역,이대 역,잠실새내 역,all_noisy_station_surface,alternative_route,valid
구파발력 에서 합정 까지 가는 길 알려줘,구파발역,합정역,구파발력,합정,all_noisy_station_surface,route_search,valid
까치산 역 까지 가야 하는데 신촌 에서 어떻게 가요,신촌역,까치산역,신촌,까치산 역,all_noisy_station_surface,route_search,valid
지금 동대문력 에서 여의도 까지 막차 탈 수 있어,동대문역,여의도역,동대문력,여의도,all_noisy_station_surface,last_train_check,valid
한성대입구력 에서 아현력 까지 지하철 없으면 버스로 갈 수 있어요,한성대입구역,아현역,한성대입구력,아현력,all_noisy_station_surface,alternative_route,valid
문정역이 에서 출발해서 발산 역 까지 가고 싶어요,문정역,발산역,문정역이,발산 역,all_noisy_station_surface,route_search,valid
지금 서울력 에서 아현 역 까지 막차 탈 수 있어,서울역,아현역,서울력,아현 역,all_noisy_station_surface,last_train_check,valid
한강진역이 에서 마포역이 까지 막차 남았어,한강진역,마포역,한강진역이,마포역이,all_noisy_station_surface,last_train_check,valid
뚝섬력 에서 안국력 까지 어떻게 가나요,뚝섬역,안국역,뚝섬력,안국력,all_noisy_station_surface,route_search,valid
노량진 에서 공덕역이 까지 다른 방법 알려줘,노량진역,공덕역,노량진,공덕역이,all_noisy_station_surface,alternative_route,valid
지금 개봉 역 에서 양재력 까지 막차 탈 수 있어,개봉역,양재역,개봉 역,양재력,all_noisy_station_surface,last_train_check,valid
광화문약 에서 출발해서 디지털 미디어 시티역 까지 가고 싶어요,광화문역,디지털미디어시티역,광화문약,디지털 미디어 시티역,all_noisy_station_surface,route_search,valid
이촌 에서 강남 여기 까지 지하철 없으면 버스로 갈 수 있어요,이촌역,강남역,이촌,강남 여기,all_noisy_station_surface,alternative_route,valid
숙대입구약 방향 막차 강남약 에서 탈 수 있나요,강남역,숙대입구역,강남약,숙대입구약,all_noisy_station_surface,last_train_check,valid
아현력 에서 종각역이 까지 마지막 지하철 있어,아현역,종각역,아현력,종각역이,all_noisy_station_surface,last_train_check,valid
동대문 역 에서 한강진 여기 까지 마지막 지하철 있어,동대문역,한강진역,동대문 역,한강진 여기,all_noisy_station_surface,last_train_check,valid
선릉 역 에서 종합운동장에 까지 환승 적은 경로 알려줘,선릉역,종합운동장역,선릉 역,종합운동장에,all_noisy_station_surface,route_search,valid
사당 에서 서울 녁 까지 지하철 운행 중이야,사당역,서울역,사당,서울 녁,all_noisy_station_surface,subway_availability_check,valid
연신내역이 에서 대치역이 까지 가는 길 알려줘,연신내역,대치역,연신내역이,대치역이,all_noisy_station_surface,route_search,valid
종로3가력 에서 잠실 역 까지 다른 방법 알려줘,종로3가역,잠실역,종로3가력,잠실 역,all_noisy_station_surface,alternative_route,valid
노량진 에서 녹번역이 까지 가는 길 알려줘,노량진역,녹번역,노량진,녹번역이,all_noisy_station_surface,route_search,valid
서울약 에서 숙대입고 까지 가고 싶어요,서울역,숙대입구역,서울약,숙대입고,all_noisy_station_surface,route_search,valid
목동 에서 구의 까지 지금 지하철 탈 수 있어,목동역,구의역,목동,구의,all_noisy_station_surface,subway_availability_check,valid
숙대입고역 에서 서울력 까지 가는 길 알려줘,숙대입구역,서울역,숙대입고역,서울력,all_noisy_station_surface,route_search,valid
신도 림 에서 뚝섬 여기 까지 제일 쉬운 길 알려줘,신도림역,뚝섬역,신도 림,뚝섬 여기,all_noisy_station_surface,route_search,valid
개봉약 에서 녹사평 역 까지 지하철 없으면 버스로 갈 수 있어요,개봉역,녹사평역,개봉약,녹사평 역,all_noisy_station_surface,alternative_route,valid
한강진에 에서 우장산 까지 지하철 없으면 버스로 갈 수 있어요,한강진역,우장산역,한강진에,우장산,all_noisy_station_surface,alternative_route,valid
을지 로입구 출발 서울 역 도착 경로 알려줘,을지로입구역,서울역,을지 로입구,서울 역,all_noisy_station_surface,route_search,valid
안국에 에서 서울약 까지 가는 길 알려줘,안국역,서울역,안국에,서울약,all_noisy_station_surface,route_search,valid
강남에 에서 숙대입고 까지 마지막 지하철 있어,강남역,숙대입구역,강남에,숙대입고,all_noisy_station_surface,last_train_check,valid
삼성력 에서 구파발력 까지 지하철 없으면 버스로 갈 수 있어요,삼성역,구파발역,삼성력,구파발력,all_noisy_station_surface,alternative_route,valid
미아사거리 여기 부터 도곡 까지 대중교통 알려줘,미아사거리역,도곡역,미아사거리 여기,도곡,all_noisy_station_surface,route_search,valid
구파발약 에서 강남약 까지 막차 남았어,구파발역,강남역,구파발약,강남약,all_noisy_station_surface,last_train_check,valid
김포공항약 에서 아현약 까지 다른 방법 알려줘,김포공항역,아현역,김포공항약,아현약,all_noisy_station_surface,alternative_route,valid
서울 에서 홍데입구 까지 가고 싶어요,서울역,홍대입구역,서울,홍데입구,all_noisy_station_surface,route_search,valid
삼성 에서 까치산력 까지 환승 적은 경로 알려줘,삼성역,까치산역,삼성,까치산력,all_noisy_station_surface,route_search,valid
서울약 에서 홍대입구 역 까지 지하철 없으면 버스로 갈 수 있어요,서울역,홍대입구역,서울약,홍대입구 역,all_noisy_station_surface,alternative_route,valid
을지로입구 여기 에서 도곡 역 까지 가고 싶어요,을지로입구역,도곡역,을지로입구 여기,도곡 역,all_noisy_station_surface,route_search,valid
수서에 에서 마곡 여기 까지 가는 길 알려줘,수서역,마곡역,수서에,마곡 여기,all_noisy_station_surface,route_search,valid
종합운동장약 에서 DMC역 까지 환승 적은 경로 알려줘,종합운동장역,디지털미디어시티역,종합운동장약,DMC역,all_noisy_station_surface,route_search,valid
왕십리 역 방향 막차 충무로 역 에서 탈 수 있나요,충무로역,왕십리역,충무로 역,왕십리 역,all_noisy_station_surface,last_train_check,valid
독립문약 부터 고속터미널 까지 대중교통 알려줘,독립문역,고속터미널역,독립문약,고속터미널,all_noisy_station_surface,route_search,valid
서울력 에서 을지로 입구 여기 까지 지하철 없으면 버스로 갈 수 있어요,서울역,을지로입구역,서울력,을지로 입구 여기,all_noisy_station_surface,alternative_route,valid
당산 역 에서 미아사거리에 까지 택시 말고 가는 방법 있어,당산역,미아사거리역,당산 역,미아사거리에,all_noisy_station_surface,alternative_route,valid
녹번역이 부터 상수력 까지 대중교통 알려줘,녹번역,상수역,녹번역이,상수력,all_noisy_station_surface,route_search,valid
당산 에서 연신내역이 까지 지하철 운행 중이야,당산역,연신내역,당산,연신내역이,all_noisy_station_surface,subway_availability_check,valid
서울 에서 수유 까지 지금 지하철 탈 수 있어,서울역,수유역,서울,수유,all_noisy_station_surface,subway_availability_check,valid
우장산 역 에서 신촌약 까지 어떻게 가나요,우장산역,신촌역,우장산 역,신촌약,all_noisy_station_surface,route_search,valid
서울력 에서 홍대입구력 까지 택시 말고 가는 방법 있어,서울역,홍대입구역,서울력,홍대입구력,all_noisy_station_surface,alternative_route,valid
숙대 입고 에서 서울 녁 까지 택시 말고 가는 방법 있어,숙대입구역,서울역,숙대 입고,서울 녁,all_noisy_station_surface,alternative_route,valid
서울약 에서 을지로 이꾸역 까지 제일 쉬운 길 알려줘,서울역,을지로입구역,서울약,을지로 이꾸역,all_noisy_station_surface,route_search,valid
지금 을지 로입구 에서 서울 까지 막차 탈 수 있어,을지로입구역,서울역,을지 로입구,서울,all_noisy_station_surface,last_train_check,valid
올림픽공원에 에서 구의역이 까지 지하철 없으면 버스로 갈 수 있어요,올림픽공원역,구의역,올림픽공원에,구의역이,all_noisy_station_surface,alternative_route,valid
서을역 출발 홍대 입고 도착 경로 알려줘,서울역,홍대입구역,서을역,홍대 입고,all_noisy_station_surface,route_search,valid
서을역 에서 홍대입고역 까지 다른 방법 알려줘,서울역,홍대입구역,서을역,홍대입고역,all_noisy_station_surface,alternative_route,valid
이촌역이 에서 대림 까지 가고 싶어요,이촌역,대림역,이촌역이,대림,all_noisy_station_surface,route_search,valid
잠실역이 에서 종각력 까지 제일 쉬운 길 알려줘,잠실역,종각역,잠실역이,종각력,all_noisy_station_surface,route_search,valid
개봉력 에서 출발해서 녹사평역이 까지 가고 싶어요,개봉역,녹사평역,개봉력,녹사평역이,all_noisy_station_surface,route_search,valid
학여울에 에서 불광 역 까지 제일 쉬운 길 알려줘,학여울역,불광역,학여울에,불광 역,all_noisy_station_surface,route_search,valid
서울약 에서 출발해서 홍대입구 까지 가고 싶어요,서울역,홍대입구역,서울약,홍대입구,all_noisy_station_surface,route_search,valid
성수 부터 왕십리 여기 까지 대중교통 알려줘,성수역,왕십리역,성수,왕십리 여기,all_noisy_station_surface,route_search,valid
이촌에 에서 상봉 역 까지 막차 남았어,이촌역,상봉역,이촌에,상봉 역,all_noisy_station_surface,last_train_check,valid
숙대 입구역 에서 서울역이 까지 지금 지하철 탈 수 있어,숙대입구역,서울역,숙대 입구역,서울역이,all_noisy_station_surface,subway_availability_check,valid
서울 여기 방향 막차 을지로입구에 에서 탈 수 있나요,을지로입구역,서울역,을지로입구에,서울 여기,all_noisy_station_surface,last_train_check,valid
올림픽공원 역 에서 사당에 까지 택시 말고 가는 방법 있어,올림픽공원역,사당역,올림픽공원 역,사당에,all_noisy_station_surface,alternative_route,valid
미아사거리 방향 막차 안국약 에서 탈 수 있나요,안국역,미아사거리역,안국약,미아사거리,all_noisy_station_surface,last_train_check,valid
지금 마포력 에서 수서약 까지 막차 탈 수 있어,마포역,수서역,마포력,수서약,all_noisy_station_surface,last_train_check,valid
건대입구역이 에서 출발해서 을지로입구역이 까지 가고 싶어요,건대입구역,을지로입구역,건대입구역이,을지로입구역이,all_noisy_station_surface,route_search,valid
시청에 에서 교대약 까지 택시 말고 가는 방법 있어,시청역,교대역,시청에,교대약,all_noisy_station_surface,alternative_route,valid
홍대입구력 에서 숙데입구 까지 가고 싶어요,홍대입구역,숙대입구역,홍대입구력,숙데입구,all_noisy_station_surface,route_search,valid
둔촌동력 에서 출발해서 수유력 까지 가고 싶어요,둔촌동역,수유역,둔촌동력,수유력,all_noisy_station_surface,route_search,valid
지금 명동약 에서 선릉약 까지 막차 탈 수 있어,명동역,선릉역,명동약,선릉약,all_noisy_station_surface,last_train_check,test
서울대입구력 부터 상봉역이 까지 대중교통 알려줘,서울대입구역,상봉역,서울대입구력,상봉역이,all_noisy_station_surface,route_search,test
지금 을지로 입구 여기 에서 서울에 까지 막차 탈 수 있어,을지로입구역,서울역,을지로 입구 여기,서울에,all_noisy_station_surface,last_train_check,test
종합운동장에 에서 잠실 까지 제일 쉬운 길 알려줘,종합운동장역,잠실역,종합운동장에,잠실,all_noisy_station_surface,route_search,test
안국역이 에서 영등포 역 까지 가고 싶어요,안국역,영등포역,안국역이,영등포 역,all_noisy_station_surface,route_search,test
까치산약 에서 서울에 까지 지금 지하철 탈 수 있어,까치산역,서울역,까치산약,서울에,all_noisy_station_surface,subway_availability_check,test
홍대 이꾸역 까지 가야 하는데 서울 여기 에서 어떻게 가요,서울역,홍대입구역,서울 여기,홍대 이꾸역,all_noisy_station_surface,route_search,test
잠실약 에서 청량리역이 까지 제일 쉬운 길 알려줘,잠실역,청량리역,잠실약,청량리역이,all_noisy_station_surface,route_search,test
당산 여기 에서 역삼력 까지 환승 적은 경로 알려줘,당산역,역삼역,당산 여기,역삼력,all_noisy_station_surface,route_search,test
개봉 역 에서 녹사평에 까지 다른 방법 알려줘,개봉역,녹사평역,개봉 역,녹사평에,all_noisy_station_surface,alternative_route,test
홍대입국역 에서 숙대 입고 까지 어떻게 가나요,홍대입구역,숙대입구역,홍대입국역,숙대 입고,all_noisy_station_surface,route_search,test
신촌 출발 서울 녁 도착 경로 알려줘,신촌역,서울역,신촌,서울 녁,all_noisy_station_surface,route_search,test
사울약 에서 숙대입구역이 까지 환승 적은 경로 알려줘,서울역,숙대입구역,사울약,숙대입구역이,all_noisy_station_surface,route_search,test
홍대입고역 에서 서월역 까지 제일 쉬운 길 알려줘,홍대입구역,서울역,홍대입고역,서월역,all_noisy_station_surface,route_search,test
홍대 입구역 에서 서울 여기 까지 어떻게 가나요,홍대입구역,서울역,홍대 입구역,서울 여기,all_noisy_station_surface,route_search,test
홍제 여기 방향 막차 수서 에서 탈 수 있나요,수서역,홍제역,수서,홍제 여기,all_noisy_station_surface,last_train_check,test
홍대입구약 에서 숙대입구 까지 환승 적은 경로 알려줘,홍대입구역,숙대입구역,홍대입구약,숙대입구,all_noisy_station_surface,route_search,test
송파 에서 신설동약 까지 지하철 없으면 버스로 갈 수 있어요,송파역,신설동역,송파,신설동약,all_noisy_station_surface,alternative_route,test
가락시장약 에서 오금에 까지 가고 싶어요,가락시장역,오금역,가락시장약,오금에,all_noisy_station_surface,route_search,test
을지로입고역 에서 서을역 까지 가는 길 알려줘,을지로입구역,서울역,을지로입고역,서을역,all_noisy_station_surface,route_search,test
상수역이 방향 막차 명동에 에서 탈 수 있나요,명동역,상수역,명동에,상수역이,all_noisy_station_surface,last_train_check,test
강남력 에서 숙대입구역이 까지 막차 남았어,강남역,숙대입구역,강남력,숙대입구역이,all_noisy_station_surface,last_train_check,test
을지로입구역이 에서 서울력 까지 택시 말고 가는 방법 있어,을지로입구역,서울역,을지로입구역이,서울력,all_noisy_station_surface,alternative_route,test
강남 역 에서 숙대입구 역 까지 마지막 지하철 있어,강남역,숙대입구역,강남 역,숙대입구 역,all_noisy_station_surface,last_train_check,test
구파발 에서 문정 까지 가고 싶어요,구파발역,문정역,구파발,문정,all_noisy_station_surface,route_search,test
서울에 에서 숙대입구 역 까지 택시 말고 가는 방법 있어,서울역,숙대입구역,서울에,숙대입구 역,all_noisy_station_surface,alternative_route,test
지금 안국역이 에서 매봉 여기 까지 막차 탈 수 있어,안국역,매봉역,안국역이,매봉 여기,all_noisy_station_surface,last_train_check,test
서울 역 에서 숙대 입고 까지 지하철 운행 중이야,서울역,숙대입구역,서울 역,숙대 입고,all_noisy_station_surface,subway_availability_check,test
숙대입구약 에서 사울역 까지 지하철 없으면 버스로 갈 수 있어요,숙대입구역,서울역,숙대입구약,사울역,all_noisy_station_surface,alternative_route,test
홍제역이 에서 청량리력 까지 지하철 운행 중이야,홍제역,청량리역,홍제역이,청량리력,all_noisy_station_surface,subway_availability_check,test
오목교력 에서 마포구청 역 까지 막차 끊겼나요,오목교역,마포구청역,오목교력,마포구청 역,all_noisy_station_surface,last_train_check,test
서울에 까지 가야 하는데 사당역이 에서 어떻게 가요,사당역,서울역,사당역이,서울에,all_noisy_station_surface,route_search,test
홍대 이꾸역 에서 사당약 까지 택시 말고 가는 방법 있어,홍대입구역,사당역,홍대 이꾸역,사당약,all_noisy_station_surface,alternative_route,test
구로디지털단지 역 에서 압구정 역 까지 환승 적은 경로 알려줘,구로디지털단지역,압구정역,구로디지털단지 역,압구정 역,all_noisy_station_surface,route_search,test
둔촌동력 에서 교데 까지 마지막 지하철 있어,둔촌동역,교대역,둔촌동력,교데,all_noisy_station_surface,last_train_check,test
서울력 에서 출발해서 숙대 입구 까지 가고 싶어요,서울역,숙대입구역,서울력,숙대 입구,all_noisy_station_surface,route_search,test
강남 여기 에서 출발해서 숙대 입고 여기 까지 가고 싶어요,강남역,숙대입구역,강남 여기,숙대 입고 여기,all_noisy_station_surface,route_search,test
지금 을지로입구 에서 사울약 까지 막차 탈 수 있어,을지로입구역,서울역,을지로입구,사울약,all_noisy_station_surface,last_train_check,test
사당에 에서 사울역 까지 지하철 없으면 버스로 갈 수 있어요,사당역,서울역,사당에,사울역,all_noisy_station_surface,alternative_route,test
노량 진 에서 이촌에 까지 막차 끊겼으면 어떻게 가,노량진역,이촌역,노량 진,이촌에,all_noisy_station_surface,alternative_route,test
을지로입고역 방향 막차 사울역 에서 탈 수 있나요,서울역,을지로입구역,사울역,을지로입고역,all_noisy_station_surface,last_train_check,test
사당역이 방향 막차 시청 에서 탈 수 있나요,시청역,사당역,시청,사당역이,all_noisy_station_surface,last_train_check,test
성수 여기 에서 불광약 까지 지하철 운행 중이야,성수역,불광역,성수 여기,불광약,all_noisy_station_surface,subway_availability_check,test
강남 역 에서 숙대입구력 까지 마지막 지하철 있어,강남역,숙대입구역,강남 역,숙대입구력,all_noisy_station_surface,last_train_check,test
숙대 입국역 에서 충무로역이 까지 막차 끊겼나요,숙대입구역,충무로역,숙대 입국역,충무로역이,all_noisy_station_surface,last_train_check,test
마포구청 여기 에서 발산약 까지 환승 적은 경로 알려줘,마포구청역,발산역,마포구청 여기,발산약,all_noisy_station_surface,route_search,test
망원력 에서 용산에 까지 막차 끊겼나요,망원역,용산역,망원력,용산에,all_noisy_station_surface,last_train_check,test
건대입구역이 에서 발산에 까지 다른 방법 알려줘,건대입구역,발산역,건대입구역이,발산에,all_noisy_station_surface,alternative_route,test
까치산약 에서 오금 여기 까지 가고 싶어요,까치산역,오금역,까치산약,오금 여기,all_noisy_station_surface,route_search,test
지금 구로에 에서 마곡 여기 까지 막차 탈 수 있어,구로역,마곡역,구로에,마곡 여기,all_noisy_station_surface,last_train_check,test
녹번 에서 화곡력 까지 마지막 지하철 있어,녹번역,화곡역,녹번,화곡력,all_noisy_station_surface,last_train_check,test
이촌 출발 화곡력 도착 경로 알려줘,이촌역,화곡역,이촌,화곡력,all_noisy_station_surface,route_search,test
을지 로입구 에서 사울역 까지 택시 말고 가는 방법 있어,을지로입구역,서울역,을지 로입구,사울역,all_noisy_station_surface,alternative_route,test
한강진 여기 에서 출발해서 학여울약 까지 가고 싶어요,한강진역,학여울역,한강진 여기,학여울약,all_noisy_station_surface,route_search,test
대림 역 에서 천호에 까지 다른 방법 알려줘,대림역,천호역,대림 역,천호에,all_noisy_station_surface,alternative_route,test
혜화 역 까지 가야 하는데 화곡 여기 에서 어떻게 가요,화곡역,혜화역,화곡 여기,혜화 역,all_noisy_station_surface,route_search,test
수유 역 에서 올림픽공원 여기 까지 환승 적은 경로 알려줘,수유역,올림픽공원역,수유 역,올림픽공원 여기,all_noisy_station_surface,route_search,test
명동약 에서 잠실새내역이 까지 가는 길 알려줘,명동역,잠실새내역,명동약,잠실새내역이,all_noisy_station_surface,route_search,test
이대역이 부터 동대문력 까지 대중교통 알려줘,이대역,동대문역,이대역이,동대문력,all_noisy_station_surface,route_search,test
고속터미널에 출발 녹사평 여기 도착 경로 알려줘,고속터미널역,녹사평역,고속터미널에,녹사평 여기,all_noisy_station_surface,route_search,test
홍대입고역 에서 서울약 까지 마지막 지하철 있어,홍대입구역,서울역,홍대입고역,서울약,all_noisy_station_surface,last_train_check,test
한강진력 에서 홍제역이 까지 택시 말고 가는 방법 있어,한강진역,홍제역,한강진력,홍제역이,all_noisy_station_surface,alternative_route,test
여의도 역 에서 강동력 까지 마지막 지하철 있어,여의도역,강동역,여의도 역,강동력,all_noisy_station_surface,last_train_check,test
청량리력 에서 서울대 입구역 까지 제일 쉬운 길 알려줘,청량리역,서울대입구역,청량리력,서울대 입구역,all_noisy_station_surface,route_search,test
지금 구로 디지털단지역 에서 홍제 여기 까지 막차 탈 수 있어,구로디지털단지역,홍제역,구로 디지털단지역,홍제 여기,all_noisy_station_surface,last_train_check,test
미아사거리력 까지 가야 하는데 오금역이 에서 어떻게 가요,오금역,미아사거리역,오금역이,미아사거리력,all_noisy_station_surface,route_search,test
서울 역 까지 가야 하는데 사당 역 에서 어떻게 가요,사당역,서울역,사당 역,서울 역,all_noisy_station_surface,route_search,test
구로디지털단지력 에서 건대입구 역 까지 막차 끊겼나요,구로디지털단지역,건대입구역,구로디지털단지력,건대입구 역,all_noisy_station_surface,last_train_check,test
둔촌동력 에서 이대역이 까지 지하철 없으면 버스로 갈 수 있어요,둔촌동역,이대역,둔촌동력,이대역이,all_noisy_station_surface,alternative_route,test
교대 에서 개봉에 까지 제일 쉬운 길 알려줘,교대역,개봉역,교대,개봉에,all_noisy_station_surface,route_search,test
서울 여기 에서 숙대 입구 여기 까지 어떻게 가나요,서울역,숙대입구역,서울 여기,숙대 입구 여기,all_noisy_station_surface,route_search,test
지금 불광 여기 에서 녹사평에 까지 막차 탈 수 있어,불광역,녹사평역,불광 여기,녹사평에,all_noisy_station_surface,last_train_check,test
불광 여기 에서 안국 여기 까지 막차 끊겼으면 어떻게 가,불광역,안국역,불광 여기,안국 여기,all_noisy_station_surface,alternative_route,test
지금 영등포약 에서 대치약 까지 막차 탈 수 있어,영등포역,대치역,영등포약,대치약,all_noisy_station_surface,last_train_check,test
서울 여기 에서 을지로입구약 까지 지금 지하철 탈 수 있어,서울역,을지로입구역,서울 여기,을지로입구약,all_noisy_station_surface,subway_availability_check,test
화곡 역 에서 건대 입구 까지 다른 방법 알려줘,화곡역,건대입구역,화곡 역,건대 입구,all_noisy_station_surface,alternative_route,test
안국 역 에서 건대입구력 까지 제일 쉬운 길 알려줘,안국역,건대입구역,안국 역,건대입구력,all_noisy_station_surface,route_search,test
홍대입구역이 에서 사울역 까지 다른 방법 알려줘,홍대입구역,서울역,홍대입구역이,사울역,all_noisy_station_surface,alternative_route,test
개봉 역 부터 여의 도 까지 대중교통 알려줘,개봉역,여의도역,개봉 역,여의 도,all_noisy_station_surface,route_search,test
지금 연신내 여기 에서 가산디지털 여기 까지 막차 탈 수 있어,연신내역,가산디지털단지역,연신내 여기,가산디지털 여기,all_noisy_station_surface,last_train_check,test
광화 문 에서 구로디지털단지역이 까지 가는 길 알려줘,광화문역,구로디지털단지역,광화 문,구로디지털단지역이,all_noisy_station_surface,route_search,test
홍대 입구 에서 서울 여기 까지 택시 말고 가는 방법 있어,홍대입구역,서울역,홍대 입구,서울 여기,all_noisy_station_surface,alternative_route,test
을지로입구 여기 에서 서울약 까지 막차 끊겼으면 어떻게 가,을지로입구역,서울역,을지로입구 여기,서울약,all_noisy_station_surface,alternative_route,test
을지로입구 까지 가야 하는데 서울역이 에서 어떻게 가요,서울역,을지로입구역,서울역이,을지로입구,all_noisy_station_surface,route_search,test
사울약 에서 홍대입고 까지 마지막 지하철 있어,서울역,홍대입구역,사울약,홍대입고,all_noisy_station_surface,last_train_check,test
마곡 역 에서 수서에 까지 환승 적은 경로 알려줘,마곡역,수서역,마곡 역,수서에,all_noisy_station_surface,route_search,test
지금 사당에 에서 사울약 까지 막차 탈 수 있어,사당역,서울역,사당에,사울약,all_noisy_station_surface,last_train_check,test
석촌 여기 에서 월드컵경기장 역 까지 마지막 지하철 있어,석촌역,월드컵경기장역,석촌 여기,월드컵경기장 역,all_noisy_station_surface,last_train_check,test
